Symbol,Description,Category2,Category3,GICS Sector,Market cap,Dividend yield,Price to TTM earnings,Price to TTM sales,Price to book value,Action
GPN,Global Payments Inc,Common stocks,Large cap,Information Technology,"$27,086,082,795 ",1.00%,0,0,0,Analyze
HRL,Hormel Foods Corp,Common stocks,Large cap,Consumer Staples,"$26,845,612,237 ",2.10%,0,0,0,Analyze
FANG,Diamondback Energy Inc,Common stocks,Large cap,Energy,"$26,398,026,564 ",1.84%,0,0,0,Analyze
WTW,Willis Towers Watson Public Limited Company,Common stocks,Large cap,Financials,"$26,118,820,324 ",1.35%,0,0,0,Analyze
RJF,Raymond James Inc,Common stocks,Large cap,Financials,"$25,978,854,407 ",1.12%,0,0,0,Analyze
GPC,Genuine Parts,Common stocks,Large cap,Consumer Discretionary,"$25,962,395,308 ",1.89%,0,0,0,Analyze
IFF,International Flavors & Fragrances,Common stocks,Large cap,Materials,"$25,728,240,950 ",3.12%,0,0,0,Analyze
CDW,CDW Corp,Common stocks,Large cap,Information Technology,"$25,621,389,434 ",1.10%,0,0,0,Analyze
TSCO,Tractor Supply,Common stocks,Large cap,Consumer Discretionary,"$24,938,182,191 ",1.62%,0,0,0,Analyze
FITB,Fifth Third Bancorp,Common stocks,Large cap,Financials,"$24,936,772,711 ",3.34%,0,0,0,Analyze
ARE,"Alexandria Real Estate Equities, Inc",REITs,Large cap,Real Estate,"$24,911,730,242 ",3.03%,0,0,0,Analyze
URI,United Rentals Inc,Common stocks,Large cap,Industrials,"$24,842,931,930 ",0.00%,0,0,0,Analyze
ZBH,Zimmer Biomet Holdings Inc,Common stocks,Large cap,Health Care,"$24,764,680,780 ",0.81%,0,0,0,Analyze
K,Kellogg,Common stocks,Large cap,Consumer Staples,"$24,661,376,100 ",3.19%,0,0,0,Analyze
LEN,Lennar Corporation Class A,Common stocks,Large cap,Consumer Discretionary,"$24,617,719,991 ",1.72%,0,0,0,Analyze
EBAY,Ebay Inc,Common stocks,Large cap,Consumer Discretionary,"$24,544,470,505 ",1.85%,0,0,0,Analyze
EIX,Edison International,Common stocks,Large cap,Utilities,"$24,336,872,974 ",4.32%,0,0,0,Analyze
CBRE,CBRE Group Inc,Common stocks,Large cap,Real Estate,"$24,258,528,748 ",0.00%,0,0,0,Analyze
EFX,Equifax Inc,Common stocks,Large cap,Industrials,"$24,235,227,902 ",0.79%,0,0,0,Analyze
VMC,Vulcan Materials,Common stocks,Large cap,Materials,"$24,226,263,534 ",0.87%,0,0,0,Analyze
TSN,Tyson Foods Inc Class A,Common stocks,Large cap,Consumer Staples,"$24,145,558,200 ",2.72%,0,0,0,Analyze
HIG,Hartford Financial Services Group,Common stocks,Large cap,Financials,"$24,026,012,107 ",2.03%,0,0,0,Analyze
FTV,Fortive Corp,Common stocks,Large cap,Industrials,"$24,020,042,296 ",0.31%,0,0,0,Analyze
WY,Weyerhaeuser Company,REITs,Large cap,Real Estate,"$23,659,731,550 ",2.17%,0,0,0,Analyze
EQR,Equity Residential,REITs,Large cap,Real Estate,"$23,623,711,689 ",3.91%,0,0,0,Analyze
AVB,"AvalonBay Communities, Inc",REITs,Large cap,Real Estate,"$23,575,501,591 ",3.73%,0,0,0,Analyze
MKC,McCormick & Co  Non-voting,Common stocks,Large cap,Consumer Staples,"$23,096,715,159 ",1.71%,0,0,0,Analyze
ETR,Entergy Corp,Common stocks,Large cap,Utilities,"$22,985,514,234 ",3.55%,0,0,0,Analyze
LUV,Southwest Airlines,Common stocks,Large cap,Industrials,"$22,936,639,915 ",0.00%,0,0,0,Analyze
ULTA,Ulta Beauty Inc,Common stocks,Large cap,Consumer Discretionary,"$22,914,961,560 ",0.00%,0,0,0,Analyze
AEE,Ameren Corp,Common stocks,Large cap,Utilities,"$22,786,143,976 ",2.62%,0,0,0,Analyze
MLM,Martin Marietta Materials Inc,Common stocks,Large cap,Materials,"$22,682,972,332 ",0.68%,0,0,0,Analyze
FE,Firstenergy Corp,Common stocks,Large cap,Utilities,"$22,589,968,734 ",3.89%,0,0,0,Analyze
PFG,Principal Financial Group Inc,Common stocks,Large cap,Financials,"$22,456,986,466 ",2.75%,0,0,0,Analyze
FRC,First Republic Bank,Common stocks,Large cap,Financials,"$22,297,762,181 ",0.83%,0,0,0,Analyze
DTE,DTE Energy,Common stocks,Large cap,Utilities,"$22,181,520,550 ",3.06%,0,0,0,Analyze
DAL,Delta Air Lines Inc,Common stocks,Large cap,Industrials,"$22,114,586,605 ",0.00%,0,0,0,Analyze
HBAN,Huntington Bancshares Inc,Common stocks,Large cap,Financials,"$21,886,278,648 ",4.02%,0,0,0,Analyze
IR,Ingersoll Rand Plc,Common stocks,Large cap,Industrials,"$21,720,216,855 ",0.15%,0,0,0,Analyze
CTRA,Coterra Energy Inc.,Common stocks,Large cap,Energy,"$21,714,390,847 ",2.12%,0,0,0,Analyze
ANSS,Ansys Inc,Common stocks,Large cap,Information Technology,"$21,513,237,556 ",0.00%,0,0,0,Analyze
ACGL,Arch Capital Group Ltd,Common stocks,Large cap,Financials,"$21,471,129,217 ",0.00%,0,0,0,Analyze
PPL,PPL Corporation,Common stocks,Large cap,Utilities,"$21,434,225,247 ",3.61%,0,0,0,Analyze
RF,Regions Financial Corp,Common stocks,Large cap,Financials,"$21,249,293,080 ",3.08%,0,0,0,Analyze
VRSN,Verisign Inc,Common stocks,Large cap,Information Technology,"$21,130,139,845 ",0.00%,0,0,0,Analyze
LH,Laboratory Corporation Of America,Common stocks,Large cap,Health Care,"$21,112,494,000 ",0.90%,0,0,0,Analyze
EXR,Extra Space Storage Inc,REITs,Large cap,Real Estate,"$20,957,379,917 ",3.63%,0,0,0,Analyze
PWR,Quanta Services Inc,Common stocks,Large cap,Industrials,"$20,892,149,007 ",0.19%,0,0,0,Analyze
CF,CF Industries Holdings Inc,Common stocks,Large cap,Materials,"$20,856,901,812 ",1.40%,0,0,0,Analyze
CAH,Cardinal Health Inc,Common stocks,Large cap,Health Care,"$20,561,795,117 ",2.48%,0,0,0,Analyze
CFG,Citizens Financial Group Inc,Common stocks,Large cap,Financials,"$20,467,924,547 ",3.84%,0,0,0,Analyze
XYL,Xylem Inc,Common stocks,Large cap,Industrials,"$20,410,088,499 ",1.05%,0,0,0,Analyze
HPE,Hewlett Packard Enterprise,Common stocks,Large cap,Information Technology,"$20,329,874,157 ",3.00%,0,0,0,Analyze
EPAM,Epam Systems Inc,Common stocks,Large cap,Information Technology,"$20,064,155,424 ",0.00%,0,0,0,Analyze
DOV,Dover Corp,Common stocks,Large cap,Industrials,"$20,036,929,902 ",1.40%,0,0,0,Analyze
WAT,Waters Corp,Common stocks,Large cap,Health Care,"$19,875,992,368 ",0.00%,0,0,0,Analyze
WRB,WR Berkley Corp,Common stocks,Large cap,Financials,"$19,746,113,880 ",0.50%,0,0,0,Analyze
TDY,Teledyne Technologies Inc,Common stocks,Large cap,Information Technology,"$19,683,046,794 ",0.00%,0,0,0,Analyze
PAYC,Paycom Software Inc,Common stocks,Large cap,Information Technology,"$19,639,264,940 ",0.00%,0,0,0,Analyze
ROL,Rollins Inc,Common stocks,Large cap,Industrials,"$19,561,005,158 ",1.08%,0,0,0,Analyze
NTRS,Northern Trust Corporation,Common stocks,Large cap,Financials,"$19,555,642,598 ",3.01%,0,0,0,Analyze
MRO,Marathon Oil Corp,Common stocks,Large cap,Energy,"$19,464,829,296 ",1.04%,0,0,0,Analyze
CNP,Centerpoint Energy Inc,Common stocks,Large cap,Utilities,"$19,395,992,791 ",2.25%,0,0,0,Analyze
INVH,Invitation Homes Inc,REITs,Large cap,Real Estate,"$19,320,553,124 ",2.76%,0,0,0,Analyze
CHD,Church And Dwight Inc,Common stocks,Large cap,Consumer Staples,"$19,160,736,024 ",1.33%,0,0,0,Analyze
AES,AES Corp,Common stocks,Large cap,Utilities,"$19,023,209,677 ",2.20%,0,0,0,Analyze
MOH,Molina Healthcare Inc,Common stocks,Large cap,Health Care,"$18,721,872,000 ",0.00%,0,0,0,Analyze
JBHT,JB Hunt Transport Services Inc,Common stocks,Large cap,Industrials,"$18,674,009,612 ",0.88%,0,0,0,Analyze
MAA,"Mid-America Apartment Communities, Inc",REITs,Large cap,Real Estate,"$18,628,752,544 ",2.87%,0,0,0,Analyze
BBY,Best Buy Inc,Common stocks,Large cap,Consumer Discretionary,"$18,548,527,189 ",3.99%,0,0,0,Analyze
CLX,Clorox,Common stocks,Large cap,Consumer Staples,"$18,397,907,081 ",3.10%,0,0,0,Analyze
HOLX,Hologic Inc,Common stocks,Large cap,Health Care,"$18,285,114,994 ",0.00%,0,0,0,Analyze
WAB,Westinghouse Air Brake Technologies,Common stocks,Large cap,Industrials,"$18,183,149,043 ",0.60%,0,0,0,Analyze
DRI,Darden Restaurants Inc,Common stocks,Large cap,Consumer Discretionary,"$18,153,672,461 ",3.07%,0,0,0,Analyze
EXPD,Expeditors International Of Washington,Common stocks,Large cap,Industrials,"$18,139,956,412 ",1.10%,0,0,0,Analyze
STE,STERIS PLC,Common stocks,Large cap,Health Care,"$18,019,041,246 ",0.99%,0,0,0,Analyze
AMCR,Amcor plc,Common stocks,Large cap,Materials,"$17,987,356,236 ",3.93%,0,0,0,Analyze
VTR,"Ventas, Inc",REITs,Large cap,Real Estate,"$17,955,331,886 ",3.95%,0,0,0,Analyze
IEX,IDEX Corp,Common stocks,Large cap,Industrials,"$17,754,129,059 ",0.99%,0,0,0,Analyze
CAG,Conagra Brands Inc,Common stocks,Large cap,Consumer Staples,"$17,670,132,108 ",3.44%,0,0,0,Analyze
CMS,CMS Energy Corp,Common stocks,Large cap,Utilities,"$17,656,004,950 ",2.99%,0,0,0,Analyze
KEY,Keycorp,Common stocks,Large cap,Financials,"$17,651,784,700 ",4.06%,0,0,0,Analyze
MPWR,Monolithic Power Systems Inc,Common stocks,Large cap,Information Technology,"$17,635,639,980 ",0.76%,0,0,0,Analyze
BALL,Ball Corporation,Common stocks,Large cap,Materials,"$17,617,198,818 ",1.42%,0,0,0,Analyze
J,Jacobs Engineering Group Inc.,Common stocks,Large cap,Industrials,"$17,485,555,712 ",0.68%,0,0,0,Analyze
BR,Broadridge Financial Solutions Inc,Common stocks,Large cap,Information Technology,"$17,463,579,593 ",1.77%,0,0,0,Analyze
GRMN,Garmin Ltd,Common stocks,Large cap,Consumer Discretionary,"$17,374,335,526 ",1.45%,0,0,0,Analyze
PKI,Perkinelmer Inc,Common stocks,Large cap,Health Care,"$17,339,383,187 ",0.20%,0,0,0,Analyze
TTWO,Take Two Interactive Software Inc,Common stocks,Large cap,Communication Services,"$17,310,542,847 ",0.00%,0,0,0,Analyze
INCY,Incyte Corp,Common stocks,Large cap,Health Care,"$17,299,692,392 ",0.00%,0,0,0,Analyze
FDS,Factset Research Systems Inc,Common stocks,Large cap,Financials,"$17,286,685,435 ",0.75%,0,0,0,Analyze
MOS,Mosaic,Common stocks,Large cap,Materials,"$17,228,340,320 ",0.96%,0,0,0,Analyze
SEDG,SolarEdge Technologies Inc,Common stocks,Large cap,Information Technology,"$17,117,805,469 ",0.00%,0,0,0,Analyze
CINF,Cincinnati Financial Corp,Common stocks,Large cap,Financials,"$17,101,652,710 ",2.46%,0,0,0,Analyze
ABMD,Abiomed Inc,Common stocks,Large cap,Health Care,"$17,034,547,492 ",0.00%,0,0,0,Analyze
DGX,Quest Diagnostics Inc,Common stocks,Large cap,Health Care,"$16,907,733,202 ",1.74%,0,0,0,Analyze
WST,West Pharmaceutical Services Inc,Common stocks,Large cap,Health Care,"$16,883,963,015 ",0.32%,0,0,0,Analyze
ATO,Atmos Energy Corp,Common stocks,Large cap,Utilities,"$16,707,990,302 ",2.27%,0,0,0,Analyze
TRGP,Targa Resources Corp,Common stocks,Large cap,Energy,"$16,613,689,652 ",1.89%,0,0,0,Analyze
BRO,Brown & Brown Inc,Common stocks,Large cap,Financials,"$16,605,327,377 ",0.72%,0,0,0,Analyze
SYF,Synchrony Financial,Common stocks,Large cap,Financials,"$16,597,946,208 ",2.42%,0,0,0,Analyze
FOX,Fox Corporation Class B,Common stocks,Large cap,Communication Services,"$16,427,315,826 ",1.67%,0,0,0,Analyze
FOXA,Fox Corporation Class A,Common stocks,Large cap,Communication Services,"$16,427,315,826 ",1.57%,0,0,0,Analyze
NTAP,NetApp Inc,Common stocks,Large cap,Information Technology,"$16,228,523,535 ",2.65%,0,0,0,Analyze
FMC,FMC Corp,Common stocks,Large cap,Materials,"$16,155,129,625 ",1.64%,0,0,0,Analyze
EQT,EQT Corporation,Common stocks,Large cap,Energy,"$15,988,523,978 ",1.26%,0,0,0,Analyze
OMC,Omnicom Group Inc,Common stocks,Large cap,Communication Services,"$15,944,202,048 ",3.53%,0,0,0,Analyze
SJM,J.M. Smucker,Common stocks,Large cap,Consumer Staples,"$15,927,126,357 ",2.64%,0,0,0,Analyze
LYV,Live Nation Entertainment Inc,Common stocks,Large cap,Communication Services,"$15,833,742,102 ",0.00%,0,0,0,Analyze
CPB,Campbell Soup,Common stocks,Large cap,Consumer Staples,"$15,749,306,231 ",2.78%,0,0,0,Analyze
HWM,Howmet Aerospace Inc.,Common stocks,Large cap,Industrials,"$15,729,331,647 ",0.26%,0,0,0,Analyze
CPRT,Copart Inc,Common stocks,Large cap,Industrials,"$15,681,617,348 ",0.00%,0,0,0,Analyze
AVY,Avery Dennison Corp,Common stocks,Large cap,Materials,"$15,627,829,392 ",1.48%,0,0,0,Analyze
IRM,Iron Mountain Incorporated,REITs,Large cap,Real Estate,"$15,527,036,716 ",4.55%,0,0,0,Analyze
COO,"Cooper Companies, Inc.",Common stocks,Large cap,Health Care,"$15,450,227,904 ",0.02%,0,0,0,Analyze
ALGN,Align Technology Inc,Common stocks,Large cap,Health Care,"$15,331,892,254 ",0.00%,0,0,0,Analyze
SWKS,Skyworks Solutions Inc,Common stocks,Large cap,Information Technology,"$15,240,726,879 ",2.46%,0,0,0,Analyze
EXPE,Expedia Inc,Common stocks,Large cap,Consumer Discretionary,"$15,189,241,733 ",0.00%,0,0,0,Analyze
RCL,Royal Caribbean Cruises Ltd,Common stocks,Large cap,Consumer Discretionary,"$15,142,500,770 ",0.00%,0,0,0,Analyze
ETSY,Etsy Inc,Common stocks,Large cap,Consumer Discretionary,"$15,081,341,037 ",0.00%,0,0,0,Analyze
APA,Apache Corp,Common stocks,Large cap,Energy,"$15,040,322,051 ",1.33%,0,0,0,Analyze
GEN,Gen Digital Inc.,Common stocks,Large cap,Information Technology,"$15,000,818,059 ",2.16%,0,0,0,Analyze
TXT,Textron Inc,Common stocks,Large cap,Industrials,"$14,854,090,233 ",0.11%,0,0,0,Analyze
LDOS,Leidos Holdings Inc,Common stocks,Large cap,Industrials,"$14,698,228,064 ",1.33%,0,0,0,Analyze
LKQ,LKQ Corp,Common stocks,Large cap,Consumer Discretionary,"$14,651,876,177 ",1.86%,0,0,0,Analyze
TER,Teradyne Inc,Common stocks,Large cap,Information Technology,"$14,645,750,408 ",0.35%,0,0,0,Analyze
PTC,PTC Inc,Common stocks,Large cap,Information Technology,"$14,587,669,110 ",0.00%,0,0,0,Analyze
TRMB,Trimble Inc,Common stocks,Large cap,Information Technology,"$14,479,335,609 ",0.00%,0,0,0,Analyze
AKAM,Akamai Technologies Inc,Common stocks,Large cap,Information Technology,"$14,453,711,481 ",0.00%,0,0,0,Analyze
NVR,"NVR, Inc.",Common stocks,Large cap,Consumer Discretionary,"$14,383,632,744 ",0.00%,0,0,0,Analyze
UAL,United Continental Holdings Inc,Common stocks,Large cap,Industrials,"$14,275,475,856 ",0.00%,0,0,0,Analyze
LNT,Alliant Energy Corp,Common stocks,Large cap,Utilities,"$14,049,691,825 ",3.02%,0,0,0,Analyze
FLT,Fleetcor Technologies Inc,Common stocks,Large cap,Information Technology,"$14,000,410,878 ",0.00%,0,0,0,Analyze
KIM,Kimco Realty Corporation,REITs,Large cap,Real Estate,"$13,995,768,560 ",3.40%,0,0,0,Analyze
ZBRA,Zebra Technologies Corp,Common stocks,Large cap,Information Technology,"$13,974,121,127 ",0.00%,0,0,0,Analyze
TYL,Tyler Technologies Inc,Common stocks,Large cap,Information Technology,"$13,867,751,630 ",0.00%,0,0,0,Analyze
DPZ,Dominos Pizza Inc,Common stocks,Large cap,Consumer Discretionary,"$13,867,352,729 ",1.08%,0,0,0,Analyze
JKHY,"Jack Henry & Associates, Inc.",Common stocks,Large cap,Information Technology,"$13,864,769,236 ",1.01%,0,0,0,Analyze
MGM,MGM Resorts International,Common stocks,Large cap,Consumer Discretionary,"$13,778,648,220 ",0.03%,0,0,0,Analyze
ESS,"Essex Property Trust, Inc",REITs,Large cap,Real Estate,"$13,718,742,610 ",4.05%,0,0,0,Analyze
L,Loews Corp,Common stocks,Large cap,Financials,"$13,606,944,350 ",0.44%,0,0,0,Analyze
PEAK,"Healthpeak Properties, Inc.",REITs,Large cap,Real Estate,"$13,578,264,037 ",4.67%,0,0,0,Analyze
MTCH,Match Group Inc,Common stocks,Large cap,Communication Services,"$13,482,105,737 ",0.00%,0,0,0,Analyze
NDSN,Nordson Corp,Common stocks,Large cap,Industrials,"$13,410,187,142 ",0.93%,0,0,0,Analyze
EVRG,Evergy Inc,Common stocks,Large cap,Utilities,"$13,388,857,337 ",3.94%,0,0,0,Analyze
VTRS,Viatris Inc.,Common stocks,Large cap,Health Care,"$13,363,784,270 ",4.28%,0,0,0,Analyze
IPG,Interpublic Group Of Companies Inc,Common stocks,Large cap,Communication Services,"$13,295,315,850 ",3.29%,0,0,0,Analyze
BEN,Franklin Resources Inc,Common stocks,Large cap,Financials,"$13,263,280,272 ",4.29%,0,0,0,Analyze
CBOE,"Cboe Global Markets, Inc.",Common stocks,Large cap,Financials,"$13,243,298,727 ",1.54%,0,0,0,Analyze
TECH,Bio-Techne Corp,Common stocks,Large cap,Health Care,"$13,197,998,587 ",0.38%,0,0,0,Analyze
SIVB,SVB Financial Group,Common stocks,Large cap,Financials,"$13,132,936,353 ",0.00%,0,0,0,Analyze
VFC,VF Corp,Common stocks,Large cap,Consumer Discretionary,"$13,117,991,030 ",5.83%,0,0,0,Analyze
IP,International Paper,Common stocks,Large cap,Materials,"$13,092,213,031 ",4.94%,0,0,0,Analyze
HST,"Host Hotels & Resorts, Inc",REITs,Large cap,Real Estate,"$13,063,557,193 ",1.15%,0,0,0,Analyze
UDR,"UDR, Inc",REITs,Large cap,Real Estate,"$13,060,736,214 ",3.70%,0,0,0,Analyze
POOL,Pool Corp,Common stocks,Large cap,Consumer Discretionary,"$12,980,034,917 ",1.14%,0,0,0,Analyze
RE,Everest Re Group Ltd,Common stocks,Large cap,Financials,"$12,881,771,333 ",2.42%,0,0,0,Analyze
PARA,Paramount Global - Class B,Common stocks,Large cap,Communication Services,"$12,876,741,979 ",4.85%,0,0,0,Analyze
SNA,Snap On Inc,Common stocks,Large cap,Industrials,"$12,819,304,288 ",2.41%,0,0,0,Analyze
CPT,Camden Property Trust,REITs,Large cap,Real Estate,"$12,504,260,748 ",3.08%,0,0,0,Analyze
LW,Lamb Weston Holdings Inc,Common stocks,Large cap,Consumer Staples,"$12,427,016,026 ",1.13%,0,0,0,Analyze
PKG,Packaging Corp Of America,Common stocks,Large cap,Materials,"$12,339,472,908 ",3.33%,0,0,0,Analyze
CRL,Charles River Laboratories International,Common stocks,Large cap,Health Care,"$12,265,826,388 ",0.00%,0,0,0,Analyze
SWK,Stanley Black & Decker Inc,Common stocks,Large cap,Industrials,"$12,172,650,152 ",3.81%,0,0,0,Analyze
BIO,Bio Rad Laboratories Inc Class A,Common stocks,Large cap,Health Care,"$11,982,302,847 ",0.00%,0,0,0,Analyze
WDC,Western Digital Corp,Common stocks,Large cap,Information Technology,"$11,753,060,915 ",0.00%,0,0,0,Analyze
CHRW,"C.H. Robinson Worldwide, Inc.",Common stocks,Large cap,Industrials,"$11,542,590,432 ",2.23%,0,0,0,Analyze
STX,Seagate Technology Plc,Common stocks,Large cap,Information Technology,"$11,442,135,600 ",5.03%,0,0,0,Analyze
MAS,Masco Corp,Common stocks,Large cap,Industrials,"$11,429,815,954 ",2.19%,0,0,0,Analyze
GL,Globe Life Inc.,Common stocks,Large cap,Financials,"$11,358,244,640 ",0.70%,0,0,0,Analyze
CE,Celanese Corporation,Common stocks,Large cap,Materials,"$11,300,373,560 ",2.60%,0,0,0,Analyze
REG,Regency Centers Corporation,REITs,Large cap,Real Estate,"$11,253,030,067 ",3.74%,0,0,0,Analyze
NI,Nisource Inc,Common stocks,Large cap,Utilities,"$11,038,731,416 ",3.41%,0,0,0,Analyze
BXP,"Boston Properties, Inc",REITs,Large cap,Real Estate,"$10,994,775,500 ",5.50%,0,0,0,Analyze
HSIC,Henry Schein Inc,Common stocks,Large cap,Health Care,"$10,898,025,030 ",0.00%,0,0,0,Analyze
CCL,Carnival Corp,Common stocks,Large cap,Consumer Discretionary,"$10,826,637,213 ",0.00%,0,0,0,Analyze
TFX,Teleflex Inc,Common stocks,Large cap,Health Care,"$10,587,251,444 ",0.60%,0,0,0,Analyze
CZR,Caesars Entertainment Corp,Common stocks,Large cap,Consumer Discretionary,"$10,545,924,061 ",0.00%,0,0,0,Analyze
NWS,News Corp Class B,Common stocks,Large cap,Communication Services,"$10,542,013,817 ",1.08%,0,0,0,Analyze
NWSA,News Corp Class A,Common stocks,Large cap,Communication Services,"$10,542,013,817 ",1.09%,0,0,0,Analyze
KMX,Carmax Inc,Common stocks,Large cap,Consumer Discretionary,"$10,522,251,546 ",0.00%,0,0,0,Analyze
EMN,Eastman Chemical,Common stocks,Large cap,Materials,"$10,424,762,824 ",3.46%,0,0,0,Analyze
JNPR,Juniper Networks Inc,Common stocks,Large cap,Information Technology,"$10,298,146,745 ",2.60%,0,0,0,Analyze
PHM,Pultegroup Inc,Common stocks,Large cap,Consumer Discretionary,"$10,183,541,663 ",1.34%,0,0,0,Analyze
CDAY,Ceridian HCM Holding Inc.,Common stocks,Large cap,Information Technology,"$10,141,650,830 ",0.00%,0,0,0,Analyze
ALLE,Allegion PLC,Common stocks,Large cap,Industrials,"$10,013,431,260 ",1.39%,0,0,0,Analyze
QRVO,"Qorvo, Inc.",Common stocks,Mid cap,Information Technology,"$9,893,584,775 ",0.00%,0,0,0,Analyze
BWA,BorgWarner Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,836,806,599 ",1.61%,0,0,0,Analyze
NRG,NRG Energy Inc,Common stocks,Mid cap,Utilities,"$9,777,505,660 ",3.26%,0,0,0,Analyze
MKTX,Marketaxess Holdings Inc,Common stocks,Mid cap,Financials,"$9,665,512,515 ",1.09%,0,0,0,Analyze
WRK,Westrock,Common stocks,Mid cap,Materials,"$9,572,935,191 ",2.70%,0,0,0,Analyze
UHS,Universal Health Services Inc.,Common stocks,Mid cap,Health Care,"$9,460,593,172 ",0.62%,0,0,0,Analyze
FFIV,F5 Networks Inc,Common stocks,Mid cap,Information Technology,"$9,401,203,635 ",0.00%,0,0,0,Analyze
AOS,A O Smith Corp,Common stocks,Mid cap,Industrials,"$9,400,278,176 ",1.84%,0,0,0,Analyze
CMA,Comerica Inc,Common stocks,Mid cap,Financials,"$9,395,836,063 ",3.74%,0,0,0,Analyze
AAL,American Airlines Group Inc,Common stocks,Mid cap,Industrials,"$9,371,570,791 ",0.00%,0,0,0,Analyze
BBWI,"Bath & Body Works, Inc.",Common stocks,Mid cap,Consumer Discretionary,"$9,226,322,366 ",1.96%,0,0,0,Analyze
HII,Huntington Ingalls Industries Inc,Common stocks,Mid cap,Industrials,"$9,081,246,723 ",2.08%,0,0,0,Analyze
AAP,Advance Auto Parts Inc,Common stocks,Mid cap,Consumer Discretionary,"$9,050,800,881 ",3.61%,0,0,0,Analyze
TPR,Tapestry,Common stocks,Mid cap,Consumer Discretionary,"$8,905,929,685 ",2.81%,0,0,0,Analyze
FRT,Federal Realty Investment Trust,REITs,Mid cap,Real Estate,"$8,894,874,235 ",2.92%,0,0,0,Analyze
IVZ,Invesco Ltd,Common stocks,Mid cap,Financials,"$8,781,890,780 ",3.69%,0,0,0,Analyze
PNW,Pinnacle West Corp,Common stocks,Mid cap,Utilities,"$8,642,780,107 ",4.39%,0,0,0,Analyze
HAS,Hasbro Inc,Common stocks,Mid cap,Consumer Discretionary,"$8,585,148,960 ",4.41%,0,0,0,Analyze
WYNN,Wynn Resorts Ltd,Common stocks,Mid cap,Consumer Discretionary,"$8,539,312,218 ",0.00%,0,0,0,Analyze
FBHS,Fortune Brands Home And Security,Common stocks,Mid cap,Industrials,"$8,490,937,845 ",1.68%,0,0,0,Analyze
SBNY,Signature Bank,Common stocks,Mid cap,Financials,"$8,458,852,212 ",1.60%,0,0,0,Analyze
DISH,Dish Network Corp Class A,Common stocks,Mid cap,Communication Services,"$8,432,921,470 ",0.00%,0,0,0,Analyze
RHI,Robert Half,Common stocks,Mid cap,Industrials,"$8,369,577,067 ",2.21%,0,0,0,Analyze
WHR,Whirlpool Corp,Common stocks,Mid cap,Consumer Discretionary,"$8,081,863,816 ",4.64%,0,0,0,Analyze
ZION,Zions Bancorporation,Common stocks,Mid cap,Financials,"$7,708,306,686 ",3.03%,0,0,0,Analyze
CTLT,Catalent Inc,Common stocks,Mid cap,Health Care,"$7,590,864,184 ",0.00%,0,0,0,Analyze
PNR,Pentair,Common stocks,Mid cap,Industrials,"$7,558,699,366 ",1.82%,0,0,0,Analyze
SEE,Sealed Air Corp,Common stocks,Mid cap,Materials,"$7,533,763,746 ",1.53%,0,0,0,Analyze
RL,Ralph Lauren Corp Class A,Common stocks,Mid cap,Consumer Discretionary,"$7,259,238,000 ",2.65%,0,0,0,Analyze
NCLH,Norwegian Cruise Line Holdings Ltd,Common stocks,Mid cap,Consumer Discretionary,"$6,877,184,352 ",0.00%,0,0,0,Analyze
DXC,DXC Technology Company,Common stocks,Mid cap,Information Technology,"$6,812,231,253 ",0.00%,0,0,0,Analyze
GNRC,Generac Holdings Inc,Common stocks,Mid cap,Industrials,"$6,780,402,142 ",0.00%,0,0,0,Analyze
AIZ,Assurant Inc,Common stocks,Mid cap,Financials,"$6,711,704,740 ",2.13%,0,0,0,Analyze
XRAY,Dentsply Sirona Inc,Common stocks,Mid cap,Health Care,"$6,657,970,228 ",1.56%,0,0,0,Analyze
LNC,Lincoln National Corp,Common stocks,Mid cap,Financials,"$6,555,407,075 ",4.58%,0,0,0,Analyze
DVA,Davita Inc,Common stocks,Mid cap,Health Care,"$6,513,329,000 ",0.00%,0,0,0,Analyze
MHK,Mohawk Industries Inc,Common stocks,Mid cap,Consumer Discretionary,"$6,486,824,667 ",0.00%,0,0,0,Analyze
OGN,Organon & Co.,Common stocks,Mid cap,Health Care,"$6,310,780,987 ",4.40%,0,0,0,Analyze
LUMN,"CenturyLink, Inc.",Common stocks,Mid cap,Communication Services,"$6,083,347,117 ",16.45%,0,0,0,Analyze
ALK,Alaska Air Group Inc,Common stocks,Mid cap,Industrials,"$5,877,665,089 ",0.00%,0,0,0,Analyze
NWL,Newell Brands Inc,Common stocks,Mid cap,Consumer Discretionary,"$5,451,248,000 ",6.86%,0,0,0,Analyze
VNO,Vornado Realty Trust,REITs,Mid cap,Real Estate,"$4,730,199,427 ",8.34%,0,0,0,Analyze
TAP,Molson Coors Brewing Class B,Common stocks,Small cap,Consumer Staples,"$802,846,369 ",2.65%,0,0,0,Analyze
